ROI_id,ROI_parent,ROI_name,ROI_accronym,Structure_order,ROI_Volume_mm_3,cell_counted,cell_density
579,956,external capsule,ec,1193,0.874256,23721,27132.7849051079
964,776,corpus callosum extreme capsule,ee,1194,0.062288,820,13164.6545080914
1108,776,genu of corpus callosum,ccg,1195,0.471112,28310,60091.8677511929
971,776,corpus callosum posterior forceps,fp,1196,0.7514,29560,39339.8988554698
979,776,corpus callosum rostrum,ccr,1197,0,0,NaN
20047,776,corpus callosum body,ccb,1198,1.688928,93247,55210.7609086947
986,776,corpus callosum splenium,ccs,1199,0.46076,14283,30998.7846167202
784,983,corticospinal tract,cst,1200,2.715864,137644,50681.4774230227
6,784,internal capsule,int,1201,1.728216,103364,59809.6534229518
924,784,cerebal peduncle,cpd,1202,0.72924,30880,42345.4555427568
1036,784,corticotectal tract,cte,1203,0,0,NaN
1012,784,corticorubral tract,crt,1204,0,0,NaN
1003,784,corticopontine tract,cpt,1205,0,0,NaN
994,784,corticobulbar tract,cbt,1206,0,0,NaN
190,784,pyramid,py,1207,0.181952,228,1253.0777347872
198,784,pyramidal decussation,pyd,1208,0.052064,1982,38068.5310387216
1019,784,corticospinal tract crossed,cstc,1209,0,0,NaN
1028,784,corticospinal tract uncrossed,cstu,1210,0,0,NaN
896,983,thalamus related,lfbst,1211,2.397144,135015,56323.2746968893
1092,896,external medullary lamina of the thalamus,em,1212,0.017152,950,55387.1268656716
14,896,internal medullary lamina of the thalamus,im,1213,0,0,NaN
86,896,middle thalamic commissure,mtc,1214,0,0,NaN
365,896,thalamic peduncles,tp,1215,0,0,NaN
20046,896,optic radiation,or,1216,1.888328,110991,58777.3946051745
20045,896,auditory radiation,ar,1217,0.491664,23074,46930.4240294185
1000,1009,extrapyramidal fiber systems,eps,1218,0.67096,26379,39315.3094074162
760,1000,cerebral nuclei related,epsc,1219,0.165176,6871,41598.0529859059
142,760,pallidothalamic pathway,pap,1220,0,0,NaN
102,760,nigrostriatal tract,nst,1221,0.165176,6871,41598.0529859059
109,760,nigrothalamic fibers,ntt,1222,0,0,NaN
134,760,pallidotegmental fascicle,ptf,1223,0,0,NaN
309,760,striatonigral pathway,snp,1224,0,0,NaN
317,760,subthalamic fascicle,stf,1225,0,0,NaN
877,1000,tectospinal pathway,tsp,1226,0.140696,6239,44343.8335133906
1051,877,direct tectospinal pathway,tspd,1227,0,0,NaN
1060,877,doral tegmental decussation,dtd,1228,0.002072,68,32818.5328185328
1043,877,crossed tectospinal pathway,tspc,1229,0.138624,6171,44516.1011080332
863,1000,rubrospinal tract,rust,1230,0.365088,13269,36344.6621088614
397,863,ventral tegmental decussation,vtd,1231,0.01936,676,34917.3553719008
221,863,rubroreticular tract,rrt,1232,0,0,NaN
736,1000,central tegmental bundle,ctb,1233,0,0,NaN
855,1000,retriculospinal tract,rst,1234,0,0,NaN
205,855,retriculospinal tract lateral part,rstl,1235,0,0,NaN
213,855,retriculospinal tract medial part,rstm,1236,0,0,NaN
941,1000,vestibulospinal pathway,vsp,1237,0,0,NaN
991,1009,medial forebrain bundle system,mfbs,1238,4.102312,172084,41948.0527078389
768,991,cerebrum related,mfbc,1239,3.297952,143545,43525.4970357361
884,768,amygdalar capsule,amc,1240,0.106848,1494,13982.4797843666
892,768,ansa peduncularis,apd,1241,0,0,NaN
908,768,anterior commissure temporal limb,act,1242,0.137112,4276,31186.1835579672
940,768,cingulum bundle,cing,1243,0.525744,24479,46560.6835265833
1099,768,fornix system,fxs,1244,2.300104,104538,45449.2492513382
466,1099,alveus,alv,1245,0.30652,7005,22853.3211535952
530,1099,dorsal fornix,df,1246,0.025832,795,30775.7819758439
603,1099,fimbria,fi,1247,1.053816,57680,54734.4128386739
745,1099,precommissural fornix general,fxprg,1248,0,0,NaN
420,745,precommissural fornix diagonal band,db,1249,0,0,NaN
737,1099,postcommissural fornix,fxpo,1250,0.266144,6386,23994.5292773837
428,737,medial corticohypothalamic tract,mct,1251,0.005344,28,5239.52095808383
436,737,columns of the fornix,fx,1252,0.2608,6358,24378.8343558282
618,1099,hippocampal commissures,hc,1253,0.647792,32672,50435.9424012646
443,618,dorsal hippocampal commissure,dhc,1254,0.601672,31958,53115.3186453749
449,618,ventral hippocampal commissure,vhc,1255,0.04612,714,15481.3529921943
713,1099,perforant path,per,1256,0,0,NaN
474,1099,angular path,ab,1257,0,0,NaN
37,768,longitudinal association bundle,lab,1258,0,0,NaN
301,768,stria terminalis,st,1259,0.228144,8758,38388.0356266218
20044,301,commissural branch of stria terminalis,stc,1260,0.01112,206,18525.1798561151
824,991,hypothalamus related,mfsbshy,1261,0.80436,28539,35480.3819185439
54,824,medial forebrain bundle,mfb,1262,0.0342,1399,40906.432748538
405,824,ventrolateral hypothalamic tract,vlt,1263,0,0,NaN
174,824,preoptic commissure,poc,1264,0,0,NaN
349,824,supraoptic commissures,sup,1265,0,0,NaN
817,349,supraoptic commissures anterior,supa,1266,0,0,NaN
825,349,supraoptic commissures dorsal,supd,1267,0,0,NaN
833,349,supraoptic commissures ventral,supv,1268,0,0,NaN
166,824,premammillary commissure,pmx,1269,0,0,NaN
341,824,supramammillary decussation,smd,1270,0,0,NaN
182,824,propriohypothalamic pathways,php,1271,0,0,NaN
762,182,propriohypothalamic pathways dorsal,phpd,1272,0,0,NaN
770,182,propriohypothalamic pathways lateral,phpl,1273,0,0,NaN
779,182,propriohypothalamic pathways medial,phpm,1274,0,0,NaN
787,182,propriohypothalamic pathways ventral,phpv,1275,0,0,NaN
150,824,periventricular bundle of the hypothalamus,pvbh,1276,0,0,NaN
46,824,mammillary related,mfbsma,1277,0.206416,6498,31480.117820324
753,46,principal mammillary tract,pm,1278,0.023568,418,17735.9131025119
690,46,mammillothalamic tract,mtt,1279,0.11752,3769,32071.136827774
681,46,mammillotegmental tract,mtg,1280,0.035048,1244,35494.1794110934
673,46,mammillary peduncle,mp,1281,0.03028,1067,35237.7807133421
1068,824,dorsal thalamus related,mfbst,1282,0,0,NaN
722,1068,periventricular bundle of the thalamus,pvbt,1283,0,0,NaN
1083,824,epithalamus related,mfbse,1284,0.563744,20642,36615.9107680082
802,1083,stria medullaris,sm,1285,0.298632,11370,38073.6156875352
595,1083,fasciculus retroflexus,fr,1286,0.222304,8204,36904.4191737441
611,1083,habenular commissure,hbc,1287,0.042808,1068,24948.6077368716
730,1083,pineal stalk,PIS,1288,0,0,NaN
70,824,midbrain related,mfbsm,1289,0,0,NaN
547,70,dorsal longitudinal fascicle,dlf,1290,0,0,NaN
563,70,dorsal tegmental tract,dtt,1291,0,0,NaN
73,997,ventricular systems,VS,1292,4.173784,90166,21602.9387241889
81,73,lateral ventricle,VL,1293,2.360344,55229,23398.7079849378
89,81,rhinocele,RC,1294,0,0,NaN
98,81,subependymal zone,SEZ,1295,0.02424,538,22194.7194719472
108,81,choroid plexus,chpl,1296,0.776624,16605,21381.0029048806
116,81,choroid fissure,chfl,1297,0,0,NaN
124,73,interventricular foramen,IVF,1298,0,0,NaN
129,73,third ventricle,V3,1299,0.883392,20040,22685.2858074332
140,73,cerebral aqueduct,AQ,1300,0.2768,2008,7254.33526011561
145,73,fourth ventricle,V4,1301,0.653248,12889,19730.6382874498
153,145,lateral recess,V4r,1302,0.244168,3469,14207.4309491825
164,73,central canal spinal cord/medulla,c,1303,0,0,NaN
1024,997,grooves,grv,1304,0,0,NaN
1032,1024,grooves of the cerebral cortex,grv of CTX,1305,0,0,NaN
1055,1032,endorhinal groove,eg,1306,0,0,NaN
1063,1032,hippocampal fissure,hf,1307,0,0,NaN
1071,1032,rhinal fissure,rf,1308,0,0,NaN
1078,1032,rhinal incisure,ri,1309,0,0,NaN
1040,1024,grooves of the cerebellar cortex,grv of CBX,1310,0,0,NaN
1087,1040,precentral fissure,pce,1311,0,0,NaN
1095,1040,preculminate fissure,pcf,1312,0,0,NaN
1103,1040,primary fissure,pri,1313,0,0,NaN
1112,1040,posterior superior fissure,psf,1314,0,0,NaN
1119,1040,prepyramidal fissure,ppf,1315,0,0,NaN
3,1040,secondary fissure,sec,1316,0,0,NaN
11,1040,posterolateral fissure,plf,1317,0,0,NaN
18,1040,nodular fissure,nf,1318,0,0,NaN
25,1040,simple fissure,sif,1319,0,0,NaN
34,1040,intercrural fissure,icf,1320,0,0,NaN
43,1040,ansoparamedian fissure,apf,1321,0,0,NaN
49,1040,intraparafloccular fissure,ipf,1322,0,0,NaN
57,1040,paramedian sulcus,pms,1323,0,0,NaN
65,1040,parafloccular sulcus,pfs,1324,0,0,NaN
624,1024,Interpeduncular fossa,IPF,1325,0,0,NaN
20121,997,retina,retina,1326,0,0,NaN
